name,address,website,phone_number,reviews_count,reviews_average,summary,latitude,longitude,search_keyword
"Bringing Justice Home, Inc. · Visited link",,bringingjusticehomelou.org,(502) 215-0155,,,,38.188805,-85.7128194,Food Justice Organizations in Louisville 40208
Feed Louisville · Visited link,"1334 Story Ave, Louisville, KY 40206",feedlouisville.org,,,5.0,,38.188805,-85.7128194,Food Justice Organizations in Louisville 40208
Youthbuild Louisville - Food Distribution Center · Visited link,"812 S Preston St, Louisville, KY 40203",,(502) 290-6121,,,,38.2419848,-85.7842916,Food Justice Organizations in Louisville 40208
Loaves and Fishes Inc · Visited link,"500 E Caldwell St, Louisville, KY 40203",loavesandfishesinc.com,(502) 718-5264,,4.8,,38.2419848,-85.7842916,Food Justice Organizations in Louisville 40208
Highlands Community Ministries - Food Distribution Center · Visited link,"1228 E Breckinridge St, Louisville, KY 40204",hcmlouisville.org,(502) 451-3695,,,,38.2419848,-85.7842916,Food Justice Organizations in Louisville 40208
Saint Augustine Church - Food Distribution Center · Visited link,"1310 W Broadway, Louisville, KY 40203",,(502) 584-4602,,4.0,,38.2474915,-85.8097305,Food Justice Organizations in Louisville 40208
Dare to Care Community Kitchen · Visited link,"1200 S 28th St, Louisville, KY 40211",daretocare.org,(502) 966-3821,,4.1,,38.2378019,-85.8367451,Food Justice Organizations in Louisville 40208
Highlands Community Ministries · Visited link,"1228 E Breckinridge St, Louisville, KY 40204",hcmlouisville.org,(502) 451-3695,,4.8,,38.2397308,-85.7671203,Food Justice Organizations in Louisville 40208
Community Foundation of Louisville · Visited link,"325 W Main St #1110, Louisville, KY 40202",cflouisville.org,(502) 585-4649,,4.0,,38.2569485,-85.7915855,Food Justice Organizations in Louisville 40208
New Roots · Visited link,"1800 Portland Ave #1060, Louisville, KY 40203",newroots.org,(502) 509-6770,,4.8,,38.2645918,-85.8136572,Food Justice Organizations in Louisville 40208
"Change Today, Change Tomorrow · Visited link","2500 W Broadway Suite 3, Louisville, KY 40211",change-today.org,(502) 512-2160,,4.8,,38.2645918,-85.8136572,Food Justice Organizations in Louisville 40208
Greater Louisville Project · Visited link,"325 W Main St #1110, Louisville, KY 40202",greaterlouisvilleproject.org,(502) 855-6961,,,,38.257399,-85.7916856,Food Justice Organizations in Louisville 40208
Louisville Urban League · Visited link,"1535 W Broadway, Louisville, KY 40203",lul.org,(502) 585-4622,,4.4,,38.257399,-85.7916856,Food Justice Organizations in Louisville 40208
Louisville Metro Resilience and Community Services · Visited link,"701 W Ormsby Ave #201, Louisville, KY 40203",louisvilleky.gov,(502) 574-4377,,4.5,,38.248914,-85.8138229,Food Justice Organizations in Louisville 40208
Just Faith Ministres · Visited link,"812 Lyndon Ln, Louisville, KY 40222",,(502) 327-3866,,5.0,,38.2632219,-85.6448189,Food Justice Organizations in Louisville 40208
Kentucky Harvest · Visited link,"7705 National Turnpike, Louisville, KY 40214",kyharvest.org,(502) 894-9999,,4.3,,38.1419299,-85.7895964,Food Justice Organizations in Louisville 40208
Dare to Care Food Bank · Visited link,"5803 Fern Valley Rd, Louisville, KY 40228",daretocare.org,(502) 966-3821,,4.7,,38.1567412,-85.6895923,Food Justice Organizations in Louisville 40208
JFCS Food Pantry - Food Distribution Center · Visited link,"2821 Klempner Wy, Louisville, KY 40205",,(502) 452-6341,,5.0,,38.2259559,-85.687497,Food Justice Organizations in Louisville 40208
Louisville Grows · Visited link,"1641 Portland Ave, Louisville, KY 40203",louisvillegrows.org,(502) 791-0966,,4.8,,38.2259559,-85.687497,Food Justice Organizations in Louisville 40208
Fishes and Loaves Louisville · Visited link,"8012 Vaughn Mill Rd, Louisville, KY 40228",goodshepherdlouisville.com,(502) 239-2308,,5.0,,38.1311977,-85.6657086,Food Justice Organizations in Louisville 40208
Family Scholar House - Food Distribution Center · Visited link,"403 Reg Smith Cir, Louisville, KY 40208",,(502) 813-3080,,,,38.2231425,-85.7998599,Food Justice Organizations in Louisville 40208
