name,address,website,phone_number,reviews_count,reviews_average,summary,latitude,longitude,search_keyword
Kroger · Visited link,"2440 Bardstown Rd, Louisville, KY 40205",kroger.com,(502) 459-9805,,4.1,"Large supermarket chain with deli & bakery departments, plus health & beauty products.",38.2237186,-85.7659008,Recently Closed Stores in Louisville 40205
Floor & Decor · Visited link,"3430 Preston Hwy, Louisville, KY 40213",flooranddecor.com,(502) 302-6886,,4.4,"Chain with a variety of flooring ranging from tile to marble, plus backsplashes, sinks & more.",38.1957622,-85.8043957,Recently Closed Stores in Louisville 40205
Staples · Visited link,"3058 Bardstown Rd, Louisville, KY 40205",stores.staples.com,(502) 454-4191,,3.6,"Chain retailer offering brand-name electronics & print services, plus office supplies & furniture.",38.2125305,-85.7456228,Recently Closed Stores in Louisville 40205
Gardiner Lane Shopping Center · Visited link,"3000 Bardstown Rd, Louisville, KY 40205",gardiner-center.edan.io,,,4.2,,38.2125305,-85.7456228,Recently Closed Stores in Louisville 40205
CVS · Visited link,"2222 Bardstown Rd, Louisville, KY 40205",cvs.com,(502) 459-6563,,1.9,"Drugstore chain selling a variety of beauty & health products, plus some grocery & household items.",38.2125305,-85.7456228,Recently Closed Stores in Louisville 40205
The Peach Cobbler Factory Highlands · Visited link,"2237 Bardstown Rd, Louisville, KY 40205",peachcobblerfactory.com,(502) 749-0040,,4.1,,38.2125305,-85.7456228,Recently Closed Stores in Louisville 40205
Electric Ladyland · Visited link,"2325 Bardstown Rd, Louisville, KY 40205",electricladyland420.com,(502) 458-4259,,4.4,"·
In-store shopping",38.2125305,-85.7456228,Recently Closed Stores in Louisville 40205
Walgreens · Visited link,"2490 Bardstown Rd, Louisville, KY 40205",walgreens.com,(502) 454-8087,,3.2,"Drugstore chain with health & beauty aids, prescriptions & photo services, plus mini-mart basics.",38.2125305,-85.7456228,Recently Closed Stores in Louisville 40205
Rainbow Blossom Highlands · Visited link,"3046 Bardstown Rd, Louisville, KY 40205",rainbowblossom.com,(502) 498-2470,,4.5,"·
In-store pickup",38.2125305,-85.7456228,Recently Closed Stores in Louisville 40205
The Great Escape · Visited link,"2433 Bardstown Rd, Louisville, KY 40205",thegreatescapeonline.com,(502) 456-2216,,4.6,"·
In-store shopping
·
In-store pickup",38.2125305,-85.7456228,Recently Closed Stores in Louisville 40205
Frank Otte Nursery and Garden Center · Visited link,"2930 Bardstown Rd, Louisville, KY 40205",louisvillegardencenter.net,(502) 454-4000,,4.0,"Garden center featuring a greenhouse, plus supplies for traditional & organic gardening.",38.2125305,-85.7456228,Recently Closed Stores in Louisville 40205
Kroger · Visited link,"4009 Poplar Level Rd, Louisville, KY 40213",kroger.com,(502) 454-3914,,4.1,"Large supermarket chain with deli & bakery departments, plus health & beauty products.",38.2020134,-85.7798633,Recently Closed Stores in Louisville 40205
The UPS Store · Visited link,"3044 Bardstown Rd, Louisville, KY 40205",locations.theupsstore.com,(502) 451-5335,,4.2,"Store offering shipping, packaging, printing & other services, plus office supplies.",38.2020134,-85.7798633,Recently Closed Stores in Louisville 40205
Circle K · Visited link,"2911 Bardstown Rd, Louisville, KY 40205",circlek.com,(502) 451-0030,,2.8,,38.2020134,-85.7798633,Recently Closed Stores in Louisville 40205
FedEx Office Print & Ship Center · Visited link,"2226 Bardstown Rd, Louisville, KY 40205",local.fedex.com,(502) 473-1778,,4.1,"Chain providing office & packaging supplies, plus a variety of services such as shipping & printing.",38.2020134,-85.7798633,Recently Closed Stores in Louisville 40205
Stix-N-Stonz · Visited link,"2234 Dundee Rd, Louisville, KY 40205",stix-n-stonz.com,(516) 410-7500,,4.4,"·
In-store shopping
·
In-store pickup
·
Delivery",38.2020134,-85.7798633,Recently Closed Stores in Louisville 40205
Thorntons · Visited link,"3255 Bardstown Rd, Louisville, KY 40205",mythorntons.com,(502) 479-6079,,4.0,"Convenience-store chain with grab-&-go food, packaged snacks & drinks, plus gasoline.",38.2092104,-85.7411842,Recently Closed Stores in Louisville 40205
Poplar Level Mart · Visited link,"3130 Poplar Level Rd, Louisville, KY 40213",,(502) 822-1877,,5.0,,38.2112269,-85.7924507,Recently Closed Stores in Louisville 40205
Einstein Bros. Bagels · Visited link,"2001 Newburg Rd, Louisville, KY 40205",locations.einsteinbros.com,(502) 272-8437,,3.8,,38.2112269,-85.7924507,Recently Closed Stores in Louisville 40205
Douglass Loop Farmers Market · Visited link,"2005 Douglass Blvd, Louisville, KY 40205",douglassloopfarmersmarket.org,(502) 794-8237,,4.8,,38.2112269,-85.7924507,Recently Closed Stores in Louisville 40205
Hi-Five Doughnuts · Visited link,"1940 Harvard Dr, Louisville, KY 40205",hifivedoughnuts.com,(502) 409-5584,,4.6,,38.2112269,-85.7924507,Recently Closed Stores in Louisville 40205
Dollar Tree · Visited link,"Former Dry Cleaners, 2929 Preston Hwy, Louisville, KY 40217",dollartree.com,(502) 632-6237,,3.9,"Chain offering a mix of household items, beauty products, food & more at discount prices.",38.2112269,-85.7924507,Recently Closed Stores in Louisville 40205
Party Mart · Visited link,"3050 Bardstown Rd, Louisville, KY 40205",liquorbarn.com,(502) 452-1809,,4.5,"·
Delivery",38.2128288,-85.7458673,Recently Closed Stores in Louisville 40205
Walgreens · Visited link,"3800 Poplar Level Rd, Louisville, KY 40213",walgreens.com,(502) 459-7682,,3.4,"Drugstore chain with health & beauty aids, prescriptions & photo services, plus mini-mart basics.",38.2047176,-85.7855952,Recently Closed Stores in Louisville 40205
The Sweet Spot Candy Shoppe and Dundee Candy · Visited link,"1583 Bardstown Rd, Louisville, KY 40205",thesweetspotcandyshoppe.com,(502) 365-4385,,4.6,,38.2047176,-85.7855952,Recently Closed Stores in Louisville 40205
The Little Clinic · Visited link,"2440 Bardstown Rd, Louisville, KY 40205",kroger.com,(502) 632-0984,,3.7,,38.2047176,-85.7855952,Recently Closed Stores in Louisville 40205
